scientificName	earliestAge	latestAge	higherGeography
Equisetites	174.1	163.5	paleoarctic
Equisetites	174.1	163.5	paleoarctic
Pecopteris	254.17	252.17	paleoarctic
Cordaites	290.1	272.3	paleoarctic
Neuropteris	290.1	272.3	paleoarctic
Pagiophyllum	163.5	145	paleoarctic
Samaropsis	290.1	272.3	paleoarctic
Equisetites	237	201.3	paleoarctic
Neocalamites	237	201.3	paleoarctic
Neocalamites	237	201.3	paleoarctic
Asterotheca	237	201.3	paleoarctic
Desmiophyllum	237	201.3	paleoarctic
Arberophyllum	237	201.3	paleoarctic
Sagenopteris	237	201.3	paleoarctic
Sphenobaiera	237	201.3	paleoarctic
Sphenopteris	237	201.3	paleoarctic
Equisetites	174.1	163.5	paleoarctic
Lepidostrobophyllum	265.1	254.17	paleoarctic
Cladophlebis	272.3	265.1	paleoarctic
Cordaites	272.3	265.1	paleoarctic
Cordaites	272.3	265.1	paleoarctic
Cordaites	272.3	265.1	paleoarctic
Mariopteris	272.3	265.1	paleoarctic
Mariopteris	272.3	265.1	paleoarctic
Lepidophylloides	290.1	272.3	paleoarctic
Neuropteris	290.1	272.3	paleoarctic
Neuropteris	290.1	272.3	paleoarctic
Pecopteris	290.1	272.3	paleoarctic
Pecopteris	290.1	272.3	paleoarctic
Pecopteris	290.1	272.3	paleoarctic
Pecopteris	272.3	265.1	paleoarctic
Pterophyllum	272.3	265.1	paleoarctic
Sphenophyllum	272.3	265.1	paleoarctic
Sphenophyllum	272.3	265.1	paleoarctic
Sphenophyllum	272.3	265.1	paleoarctic
Sphenopteris	272.3	265.1	paleoarctic
Sphenopteris	272.3	265.1	paleoarctic
Lepidostrobophyllum	272.3	265.1	paleoarctic
Cordaites	298.9	290.1	paleoarctic
Sphenophyllum	298.9	290.1	paleoarctic
Cordaites	290.1	272.3	paleoarctic
Pecopteris	290.1	272.3	paleoarctic
Calamites	295.5	279.3	paleoarctic
Alethopteris	295.5	279.3	paleoarctic
Lepidostrobophyllum	290.1	272.3	paleoarctic
Lepidostrobophyllum	290.1	272.3	paleoarctic
Sphenophyllum	298.9	290.1	paleoarctic
Nilsonia	237	201.3	paleoarctic
Podozamites	237	201.3	paleoarctic
Pterophyllum	237	201.3	paleoarctic
Pterophyllum	237	201.3	paleoarctic
Equisetites	174.1	163.5	paleoarctic
Cladophlebis	174.1	163.5	paleoarctic
Cladophlebis	174.1	163.5	paleoarctic
Coniopteris	174.1	163.5	paleoarctic
Podozamites	174.1	163.5	paleoarctic
Podozamites	174.1	163.5	paleoarctic
Neocalamites	174.1	163.5	paleoarctic
Cladophlebis	174.1	163.5	paleoarctic
Cladophlebis	174.1	163.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Cladophlebis	228	208.5	paleoarctic
Cladophlebis	228	208.5	paleoarctic
Cladophlebis	237	228	paleoarctic
Nilsonia	228	208.5	paleoarctic
Nilsonia	174.1	163.5	paleoarctic
Otozamites	174.1	163.5	paleoarctic
Podozamites	174.1	163.5	paleoarctic
Podozamites	174.1	163.5	paleoarctic
Pterophyllum	174.1	163.5	paleoarctic
Ptilophyllum	174.1	163.5	paleoarctic
Sphenopteris	174.1	163.5	paleoarctic
Equisetites	228	208.5	paleoarctic
Neocalamites	228	208.5	paleoarctic
Otozamites	228	208.5	paleoarctic
Cladophlebis	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Lepidodendron	298.9	290.1	paleoarctic
Neuropteris	298.9	290.1	paleoarctic
Pecopteris	298.9	290.1	paleoarctic
Sphenophyllum	298.9	290.1	paleoarctic
Podozamites	228	208.5	paleoarctic
Podozamites	228	208.5	paleoarctic
Equisetites	252.17	247.2	paleoarctic
Sphenobaiera	247.2	237	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Cicatricosisporites	100.5	5.33	paleoarctic
Cladophlebis	272.3	265.1	paleoarctic
Neocalamites	237	228	paleoarctic
Podozamites	237	228	paleoarctic
Neocalamites	228	201.3	paleoarctic
Cladophlebis	228	201.3	paleoarctic
Nilsonia	228	201.3	paleoarctic
Podozamites	228	201.3	paleoarctic
Pterophyllum	228	201.3	paleoarctic
Pterophyllum	228	201.3	paleoarctic
Coniopteris	174.1	163.5	paleoarctic
Coniopteris	174.1	163.5	paleoarctic
Klukia	174.1	163.5	paleoarctic
Sphenobaiera	174.1	163.5	paleoarctic
Neocalamites	265.1	254.17	paleoarctic
Pecopteris	265.1	254.17	paleoarctic
Nilsonia	174.1	163.5	paleoarctic
Nilssoniopteris	201.3	174.1	paleoarctic
Podozamites	201.3	174.1	paleoarctic
Pterophyllum	201.3	174.1	paleoarctic
Sphenobaiera	201.3	174.1	paleoarctic
Equisetites	208.5	201.3	paleoarctic
Cladophlebis	174.1	163.5	paleoarctic
Sphenophyllum	290.1	272.3	paleoarctic
Sphenophyllum	290.1	272.3	paleoarctic
Neocalamites	247.2	237	paleoarctic
Alethopteris	254.17	252.17	paleoarctic
Sphenopteris	290.1	272.3	paleoarctic
Stigmaria	290.1	272.3	paleoarctic
Otozamites	228	208.5	paleoarctic
Azolla	0.01	0	paleoarctic
Azolla	0.01	0	paleoarctic
Podozamites	174.1	163.5	paleoarctic
Neocalamites	252.17	247.2	paleoarctic
Cordaites	290.1	272.3	paleoarctic
Podozamites	228	208.5	paleoarctic
Podozamites	228	208.5	paleoarctic
Coniopteris	174.1	163.5	paleoarctic
Desmiophyllum	174.1	163.5	paleoarctic
Sphenophyllum	290.1	272.3	paleoarctic
Pterophyllum	228	208.5	paleoarctic
Pinuspollenites	100.5	5.33	paleoarctic
Podocarpidites	100.5	5.33	paleoarctic
Classopollis	100.5	5.33	paleoarctic
Beaupreaidites	100.5	5.33	paleoarctic
Cladophlebis	174.1	163.5	paleoarctic
Cladophlebis	174.1	163.5	paleoarctic
Sphenophyllum	290.1	272.3	paleoarctic
Cordaites	290.1	272.3	paleoarctic
Coniopteris	174.1	163.5	paleoarctic
Neocalamites	228	208.5	paleoarctic
Cladophlebis	228	208.5	paleoarctic
Coniopteris	174.1	163.5	paleoarctic
Gleichenites	228	208.5	paleoarctic
Gleichenites	228	208.5	paleoarctic
Cladophlebis	174.1	163.5	paleoarctic
Azolla	0.01	0	paleoarctic
Podozamites	174.1	163.5	paleoarctic
Zamites	174.1	163.5	paleoarctic
Neocalamites	201.3	174.1	paleoarctic
Nilsonia	174.1	163.5	paleoarctic
Sphenophyllum	290.1	272.3	paleoarctic
Sphenophyllum	290.1	272.3	paleoarctic
Neocalamites	252.17	251.2	paleoarctic
Samaropsis	252.17	251.2	paleoarctic
Cladophlebis	174.1	163.5	paleoarctic
Sphenopteris	290.1	272.3	paleoarctic
Desmiophyllum	228	201.3	paleoarctic
Lepidopteris	228	208.5	paleoarctic
Ptilozamites	228	208.5	paleoarctic
Sphenobaiera	228	208.5	paleoarctic
Nilsonia	174.1	163.5	paleoarctic
Nilsonia	174.1	163.5	paleoarctic
Pterophyllum	237	228	paleoarctic
Coniopteris	174.1	163.5	paleoarctic
Coniopteris	174.1	163.5	paleoarctic
Pecopteris	290.1	272.3	paleoarctic
Sphenophyllum	290.1	272.3	paleoarctic
Sphenophyllum	265.1	254.17	paleoarctic
Cladophlebis	228	208.5	paleoarctic
Minerisporites	129.4	113	paleoarctic
Sagenopteris	228	208.5	paleoarctic
Pecopteris	290.1	272.3	paleoarctic
Pecopteris	290.1	272.3	paleoarctic
Equisetites	174.1	163.5	paleoarctic
Neocalamites	174.1	163.5	paleoarctic
Cladophlebis	174.1	163.5	paleoarctic
Gleichenites	228	201.3	paleoarctic
Pecopteris	290.1	272.3	paleoarctic
Sphenobaiera	265.1	254.17	paleoarctic
Sphenophyllum	265.1	254.17	paleoarctic
Neocalamites	174.1	163.5	paleoarctic
Coniopteris	174.1	163.5	paleoarctic
Cladophlebis	228	208.5	paleoarctic
Cordaites	265.1	254.17	paleoarctic
Pecopteris	265.1	254.17	paleoarctic
Cladophlebis	265.1	254.17	paleoarctic
Inga	23.03	5.33	nearctic
Phyllites	23.03	5.33	nearctic
Quercus	23.03	5.33	paleoarctic
Gordonia	33.9	28.1	paleoarctic
Carya	33.9	28.4	paleoarctic
Tilia	33.9	28.1	paleoarctic
Carya	33.9	28.4	paleoarctic
Smilax	33.9	28.4	paleoarctic
Pseudosporochnus	388.1	358.9	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Pseudosporochnus	388.1	358.9	paleoarctic
Carpolithes	33.9	28.1	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Rosa	33.9	28.1	paleoarctic
Smilax	33.9	28.1	paleoarctic
Acer	33.9	28.1	paleoarctic
Pseudosporochnus	388.1	358.9	paleoarctic
Cordaites	298.9	290.1	paleoarctic
Acer	33.9	28.1	paleoarctic
Carya	33.9	28.1	paleoarctic
Ailanthus	33.9	28.1	paleoarctic
Psilophyton	388.1	358.9	paleoarctic
Crataegus	33.9	28.1	paleoarctic
Ulmus	33.9	28.4	paleoarctic
Carya	33.9	28.1	paleoarctic
Asterophyllites	298.9	290.1	paleoarctic
Psilophyton	388.1	358.9	paleoarctic
Pecopteris	298.9	290.1	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Pseudosporochnus	388.1	358.9	paleoarctic
Lyginopteris	326.4	314.6	paleoarctic
Acer	33.9	28.1	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Cornus	33.9	28.1	paleoarctic
Pecopteris	298.9	290.1	paleoarctic
Psilophyton	388.1	358.9	paleoarctic
Populus	33.9	28.1	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Vitis	33.9	28.1	paleoarctic
Acer	33.9	28.1	paleoarctic
Acer	33.9	28.1	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Cordaites	345.3	345	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Autunia	298.9	290.1	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Ostrya	33.9	28.1	paleoarctic
Calamites	298.9	295	paleoarctic
Mauldinia	99.6	93.5	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Acer	33.9	28.1	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Psilophyton	388.1	383.7	paleoarctic
Sphenophyllum	298.9	295	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Pecopteris	298.9	290.1	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Carpinus	33.9	28.1	paleoarctic
Zosterophyllum	388.1	383.7	paleoarctic
Psilophyton	388.1	383.7	paleoarctic
Magnolia	33.9	28.1	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Zelkova	33.9	28.4	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Psilophyton	388.1	383.7	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Carpinus	33.9	28.1	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Carya	33.9	28.1	paleoarctic
Asterophyllites	298.9	295	paleoarctic
Psilophyton	388.1	383.7	paleoarctic
Lyginopteris	326.4	314.6	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Zosterophyllum	388.1	383.7	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Mauldinia	99.6	93.5	paleoarctic
Zosterophyllum	388.1	383.7	paleoarctic
Laurophyllum	33.9	28.1	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Alnus	33.9	28.4	paleoarctic
Lyginopteris	326.4	314.6	paleoarctic
Betula	33.9	28.1	paleoarctic
Pecopteris	298.9	295	paleoarctic
Lyginopteris	326.4	314.6	paleoarctic
Lyginopteris	326.4	314.6	paleoarctic
Pseudosporochnus	388.1	383.7	paleoarctic
Lyginopteris	326.4	314.6	paleoarctic
Pecopteris	298.9	295	paleoarctic
Alnus	33.9	28.1	paleoarctic
Pecopteris	298.9	295	paleoarctic
Laurophyllum	33.9	28.1	paleoarctic
Alnus	33.9	28.1	paleoarctic
Fraxinus	33.9	28.1	paleoarctic
Dicksonites	298.9	295	paleoarctic
Betula	33.9	28.1	paleoarctic
Cercidiphyllum	33.9	28.1	paleoarctic
Alnus	33.9	28.1	paleoarctic
Psilophyton	388.1	383.7	paleoarctic
Lyginopteris	326.4	314.6	paleoarctic
Ampelopsis	33.9	28.1	paleoarctic
Zosterophyllum	388.1	383.7	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Neuropteris	298.9	295	paleoarctic
Platanus	33.9	28.1	paleoarctic
Pecopteris	298.9	295	paleoarctic
Dicotylophyllum	33.9	28.1	paleoarctic
Lyginopteris	326.4	314.6	paleoarctic
Celtis	33.9	28.1	paleoarctic
Ulmus	33.9	28.1	paleoarctic
Lyginopteris	326.4	314.6	paleoarctic
Laurophyllum	33.9	28.1	paleoarctic
Ulmus	33.9	28.1	paleoarctic
Laurophyllum	33.9	28.1	paleoarctic
Sparganium	15.97	11.62	paleoarctic
Comptonia	15.97	11.62	paleoarctic
Vitis	15.97	11.62	paleoarctic
Myrica	15.97	11.62	paleoarctic
Otozamites	145	140.2	paleoarctic
Potamogeton	15.97	11.62	paleoarctic
Araucarioxylon	66	61.6	paleoarctic
Myrica	15.97	11.62	paleoarctic
Decodon	15.97	11.62	paleoarctic
Rhus	15.97	11.62	paleoarctic
Myrica	15.97	11.62	paleoarctic
Comptonia	15.97	11.62	paleoarctic
Myrica	15.97	11.62	paleoarctic
Taxodium	15.97	11.62	paleoarctic
Myrica	15.97	11.62	paleoarctic
Comptonia	15.97	11.62	paleoarctic
Minerisporites	145	139.8	paleoarctic
Myrica	15.97	11.62	paleoarctic
Vitis	15.97	11.62	paleoarctic
Myrica	15.97	11.62	paleoarctic
Halesia	15.97	11.62	paleoarctic
Paliurus	15.97	11.62	paleoarctic
Classopollis	145	140.2	paleoarctic
Minerisporites	145	139.8	paleoarctic
Myrica	15.97	11.62	paleoarctic
Pterocarya	15.97	11.62	paleoarctic
Sparganium	15.97	11.62	paleoarctic
Comptonia	15.97	11.62	paleoarctic
Taxodium	15.97	11.62	paleoarctic
Minerisporites	170.3	166.1	paleoarctic
Alisporites	145	140.2	paleoarctic
Myrica	15.97	11.62	paleoarctic
Minerisporites	170.3	166.1	paleoarctic
Myrica	15.97	11.62	paleoarctic
Comptonia	15.97	11.62	paleoarctic
Pinus	15.97	11.62	paleoarctic
Pterophyllum	242	208.5	paleoarctic
Equisetum	242	208.5	paleoarctic
Voltzia	252.17	251.2	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Gleicheniidites	167.7	164.7	paleoarctic
Pachypteris	155.7	150.8	paleoarctic
Pagiophyllum	155.7	150.8	paleoarctic
Pinus	0.01	0	paleoarctic
Asterotheca	242	208.5	paleoarctic
Zamites	155.7	150.8	paleoarctic
Araucarioxylon	237	208.5	paleoarctic
Zamites	155.7	150.8	paleoarctic
Cupressinocladus	155.7	150.8	paleoarctic
Brachyphyllum	242	208.5	paleoarctic
Williamsonia	161.2	155.7	paleoarctic
Pagiophyllum	155.7	150.8	paleoarctic
Zamites	161.2	155.7	paleoarctic
Pachypteris	155.7	150.8	paleoarctic
Equisetum	252.17	251.2	paleoarctic
Schizoneura	252.17	251.2	paleoarctic
Equisetum	237	208.5	paleoarctic
Taxodium	11.61	3.6	paleoarctic
Zamites	155.7	150.8	paleoarctic
Equisetum	237	208.5	paleoarctic
Mahonia	11.61	3.6	paleoarctic
Pecopteris	237	208.5	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Araucarites	155.7	150.8	paleoarctic
Equisetum	252.17	251.2	paleoarctic
Celtis	47.8	41.3	paleoarctic
Celtis	15.97	11.62	paleoarctic
Cupressinocladus	155.7	150.8	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Carya	11.61	3.6	paleoarctic
Corylus	11.61	3.6	paleoarctic
Pterophyllum	242	208.5	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Masculostrobus	155.7	150.8	paleoarctic
Zamites	161.2	155.7	paleoarctic
Glyptostrobus	11.61	3.6	paleoarctic
Coniopteris	161.2	155.7	paleoarctic
Araucarites	155.7	150.8	paleoarctic
Voltzia	252.17	242	paleoarctic
Equisetum	167.7	164.7	paleoarctic
Cladoxylon	358.9	323.2	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Pagiophyllum	161.2	155.7	paleoarctic
Voltzia	242	208.5	paleoarctic
Cupressinocladus	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Carpinus	11.61	3.6	paleoarctic
Zamites	167.7	164.7	paleoarctic
Psilophyton	419.2	393.3	paleoarctic
Williamsonia	161.2	155.7	paleoarctic
Lepidostrobus	358.9	323.2	paleoarctic
Magnolia	11.61	3.6	paleoarctic
Brachyoxylon	167.7	164.7	paleoarctic
Betula	2.59	0.78	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Sphenopteris	242	208.5	paleoarctic
Apoldia	155.7	150.8	paleoarctic
Dictyophyllidites	167.7	164.7	paleoarctic
Cupressinocladus	155.7	150.8	paleoarctic
Lepidodendron	318.1	306.95	paleoarctic
Zamites	155.7	150.8	paleoarctic
Rhaphidopteris	155.7	150.8	paleoarctic
Psilophyton	419.2	393.3	paleoarctic
Psilophyton	419.2	393.3	paleoarctic
Cupressinocladus	155.7	150.8	paleoarctic
Cladophlebis	161.2	155.7	paleoarctic
Apoldia	155.7	150.8	paleoarctic
Carya	11.61	3.6	paleoarctic
Gleicheniidites	167.7	164.7	paleoarctic
Densoisporites	167.7	164.7	paleoarctic
Pterophyllum	242	208.5	paleoarctic
Ostrya	11.61	3.6	paleoarctic
Araucariacites	167.7	164.7	paleoarctic
Pachypteris	155.7	150.8	paleoarctic
Otozamites	167.7	164.7	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Pagiophyllum	155.7	150.8	paleoarctic
Halesia	11.61	3.6	paleoarctic
Zamites	155.7	150.8	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Apoldia	155.7	150.8	paleoarctic
Pecopteris	298.9	295	paleoarctic
Bucklandia	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Brachyphyllum	161.2	155.7	paleoarctic
Araucaria	161.2	155.7	paleoarctic
Pagiophyllum	155.7	150.8	paleoarctic
Corylus	11.61	3.6	paleoarctic
Brachyphyllum	167.7	164.7	paleoarctic
Syringodendron	358.9	323.2	paleoarctic
Sphenophyllum	358.9	323.2	paleoarctic
Lepidostrobus	358.9	323.2	paleoarctic
Araucarites	155.7	150.8	paleoarctic
Picea	11.61	3.6	paleoarctic
Picea	2.59	0.78	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Pecopteris	242	208.5	paleoarctic
Elatocladus	155.7	150.8	paleoarctic
Sphenozamites	167.7	164.7	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Otozamites	167.7	164.7	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Cupressinocladus	155.7	150.8	paleoarctic
Podocarpidites	167.7	164.7	paleoarctic
Cupressinocladus	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Pagiophyllum	155.7	150.8	paleoarctic
Calamophyton	419.2	393.3	paleoarctic
Pecopteris	298.9	295	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Apoldia	155.7	150.8	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Alisporites	167.7	164.7	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Brachyphyllum	167.7	164.7	paleoarctic
Pecopteris	298.9	295	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Neuropteris	314.6	306.65	paleoarctic
Zamites	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Gleicheniidites	167.7	164.7	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Pagiophyllum	161.2	155.7	paleoarctic
Masculostrobus	155.7	150.8	paleoarctic
Crataegus	11.61	3.6	paleoarctic
Otozamites	167.7	164.7	paleoarctic
Williamsonia	155.7	150.8	paleoarctic
Otozamites	167.7	164.7	paleoarctic
Otozamites	167.7	164.7	paleoarctic
Sequoia	11.61	3.6	paleoarctic
Williamsonia	155.7	150.8	paleoarctic
Pinus	11.61	3.6	paleoarctic
Zamites	155.7	150.8	paleoarctic
Williamsonia	155.7	150.8	paleoarctic
Zamites	252.17	242	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Spheripollenites	167.7	164.7	paleoarctic
Araucarites	155.7	150.8	paleoarctic
Alnus	11.61	3.6	paleoarctic
Araucarites	155.7	150.8	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Brachyoxylon	99.6	93.5	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Spheripollenites	167.7	164.7	paleoarctic
Pecopteris	298.9	295	paleoarctic
Densoisporites	167.7	164.7	paleoarctic
Classopollis	167.7	164.7	paleoarctic
Neuropteris	298.9	295	paleoarctic
Sphenophyllum	298.9	295	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Calamites	298.9	295	paleoarctic
Carya	11.61	3.6	paleoarctic
Pecopteris	298.9	295	paleoarctic
Asterophyllites	298.9	295	paleoarctic
Pterocarya	11.61	3.6	paleoarctic
Pachypteris	155.7	150.8	paleoarctic
Neuropteris	298.9	295	paleoarctic
Posidonia	56	47.8	paleoarctic
Betula	0.01	0	paleoarctic
Quercus	0.01	0	paleoarctic
Williamsonia	155.7	150.8	paleoarctic
Pecopteris	252.17	242	paleoarctic
Zosterophyllum	419.2	393.3	paleoarctic
Voltzia	252.17	242	paleoarctic
Cladoxylon	358.9	323.2	paleoarctic
Glenrosa	99.6	93.5	paleoarctic
Osmunda	99.6	93.5	paleoarctic
Agathoxylon	132.9	125	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Zamites	167.7	164.7	paleoarctic
Fagus	2.59	0.78	paleoarctic
Carpinus	2.59	0.78	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Pagiophyllum	155.7	150.8	paleoarctic
Pagiophyllum	155.7	150.8	paleoarctic
Spheripollenites	167.7	164.7	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Araucarites	155.7	150.8	paleoarctic
Agathoxylon	99.6	93.5	paleoarctic
Masculostrobus	155.7	150.8	paleoarctic
Alnus	11.61	3.6	paleoarctic
Pecopteris	298.9	295	paleoarctic
Androstrobus	166.1	163.5	paleoarctic
Zamites	155.7	150.8	paleoarctic
Araucariacites	167.7	164.7	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Alangium	11.61	3.6	paleoarctic
Pecopteris	298.9	295	paleoarctic
Otozamites	167.7	164.7	paleoarctic
Pterocarya	2.59	0.01	paleoarctic
Ostrya	2.59	0.01	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Pagiophyllum	155.7	150.8	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Apoldia	155.7	150.8	paleoarctic
Prunus	11.61	3.6	paleoarctic
Zamites	155.7	150.8	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Lepidostrobus	358.9	323.2	paleoarctic
Lepidodendron	358.9	323.2	paleoarctic
Equisetites	252.17	242	paleoarctic
Sphenozamites	167.7	164.7	paleoarctic
Lepidophylloides	358.9	323.2	paleoarctic
Pinus	0.78	0.13	paleoarctic
Ulmus	2.59	0.78	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Elatocladus	155.7	150.8	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Bucklandia	155.7	150.8	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Araucarites	155.7	150.8	paleoarctic
Fagus	11.61	3.6	paleoarctic
Araucarites	155.7	150.8	paleoarctic
Quercus	11.61	3.6	paleoarctic
Fagus	11.61	3.6	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Celtis	0.78	0.13	paleoarctic
Brachyoxylon	167.7	164.7	paleoarctic
Masculostrobus	155.7	150.8	paleoarctic
Brachyphyllum	166.1	163.5	paleoarctic
Pagiophyllum	155.7	150.8	paleoarctic
Pecopteris	298.9	295	paleoarctic
Masculostrobus	155.7	150.8	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Cordaites	298.9	295	paleoarctic
Neoraistrickia	167.7	164.7	paleoarctic
Celtis	2.59	0.01	paleoarctic
Quercus	2.59	0.78	paleoarctic
Zamites	155.7	150.8	paleoarctic
Equisetum	167.7	164.7	paleoarctic
Ulmus	2.59	0.01	paleoarctic
Juglans	11.61	3.6	paleoarctic
Araucarioxylon	358.9	346.7	paleoarctic
Cyclopteris	358.9	346.7	paleoarctic
Pagiophyllum	167.7	164.7	paleoarctic
Equisetum	208.5	201.3	paleoarctic
Zamites	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Schizoneura	252.17	242	paleoarctic
Psilophyton	419.2	393.3	paleoarctic
Pinus	11.61	3.6	paleoarctic
Araucarites	155.7	150.8	paleoarctic
Quercus	2.59	0.78	paleoarctic
Vitis	2.59	0.78	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Lepidostrobus	358.9	323.2	paleoarctic
Carpinus	2.59	0.78	paleoarctic
Williamsonia	155.7	150.8	paleoarctic
Zamites	155.7	150.8	paleoarctic
Condylites	155.7	150.8	paleoarctic
Pterocarya	0.78	0.13	paleoarctic
Cycadolepis	155.7	150.8	paleoarctic
Liquidambar	11.61	3.6	paleoarctic
Cupressinocladus	155.7	150.8	paleoarctic
Cordaites	252.17	247.2	paleoarctic
Sphenopteris	155.7	150.8	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Rhaphidopteris	155.7	150.8	paleoarctic
Agathoxylon	99.6	93.5	paleoarctic
Pagiophyllum	167.7	164.7	paleoarctic
Cladophlebis	155.7	150.8	paleoarctic
Kraeuselisporites	208.5	199.3	paleoarctic
Pecopteris	298.9	295	paleoarctic
Classopollis	208.5	199.3	paleoarctic
Pecopteris	298.9	295	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Palaeocyparis	166.1	163.5	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Tilia	2.59	0.78	paleoarctic
Fraxinus	2.59	0.01	paleoarctic
Asterophyllites	298.9	295	paleoarctic
Juglans	11.61	3.6	paleoarctic
Rhaphidopteris	155.7	150.8	paleoarctic
Calamites	298.9	295	paleoarctic
Palaeocyparis	161.2	155.7	paleoarctic
Brachyphyllum	155.7	150.8	paleoarctic
Equisetum	167.7	164.7	paleoarctic
